taxon,gi,ena,description
9796,426261037,KC202983.1,"Equus caballus haplotype I8 mitochondrion, complete genome
"
13123,220961586,FJ617240.1,"Lymantria dispar mitochondrion, complete genome
"
994758,325652491,JF317642.1,"Chamaeleo chamaeleon recticrista isolate 100 mitochondrion, complete genome
"
55542,117581822,EF050073.1,"Lissemys punctata voucher CFSL 1003 mitochondrion, complete genome
"
6182,295856708,HM120841.1,"Schistosoma japonicum isolate SJZJM6 mitochondrion, complete genome
"
256136,482866187,KC701743.1,"Architeuthis dux isolate 60445_(S) mitochondrion, complete genome
"
240152,154758750,AP009196.1,"Aulorhynchus flavidus mitochondrial DNA, complete genome
"
571825,705246355,KM100646.1,"Glyphis glyphis isolate GLA006_S49 mitochondrion, complete genome
"
29073,397175105,JX196385.1,"Ursus maritimus isolate PB11-N26029 mitochondrion, complete genome
"
7237,227002063,FJ899745.1,"Drosophila pseudoobscura mitochondrion, complete genome
"
279927,324022934,HQ915864.1,"Sturnus tristis mitochondrion, complete genome
"
9083,157678130,EU165706.1,"Bambusicola thoracica mitochondrion, complete genome
"
8325,318039968,HQ697277.1,"Triturus karelinii voucher 2360 mitochondrion, complete genome
"
7936,597440982,KJ564262.1,"Anguilla anguilla isolate LE_G_20 mitochondrion, complete genome
"
111462,347979291,JF284691.1,"Oncomelania hupensis hupensis isolate SCXC mitochondrion, complete genome
"
9770,507589010,KC572742.1,"Balaenoptera physalus isolate 37563 mitochondrion, complete genome
"
1244200,409178827,JX839706.1,"Chauliops fallax mitochondrion, complete genome
"
163893,387765891,JQ917403.1,"Frankliniella intonsa mitochondrion, complete genome
"
1199067,392934398,JX144938.1,"Drepanotermes sp. SLC-2012 mitochondrion, complete genome
"
302418,756419209,KP306516.1,"Manis temminckii isolate T371 mitochondrion, complete genome
"
48534,339717073,JF325876.1,"Neottia nidus-avis plastid, complete genome
"
59291,378967118,JQ661389.1,"Coregonus lavaretus isolate Est4 mitochondrion, complete genome
"
9796,347362069,JN398433.1,"Equus caballus isolate 58_Irn13 mitochondrion, complete genome
"
172532,197304583,AP009506.1,"Hypselecara temporalis mitochondrial DNA, complete genome
"
7928,45259616,AP004807.1,"Elops saurus mitochondrial DNA, complete genome
"
1086039,557468936,KF570369.1,"Tursiops australis isolate SABD4 mitochondrion, complete genome
"
9733,532693745,KF418388.1,"Orcinus orca isolate ENANS3 mitochondrion, complete genome
"
6269,355504906,JN786320.1,"Anisakis simplex isolate BA65 mitochondrion, complete genome
"
337700,338797502,AP012014.1,"Helogenes marmoratus mitochondrial DNA, almost complete genome
"
5551,237781064,FJ385026.1,"Trichophyton rubrum strain BMU 01672 mitochondrion, complete genome
"
9615,723429055,KM061512.1,"Canis lupus familiaris isolate Cf_nk10 mitochondrion, complete genome
"
212740,554618697,AB560488.1,"Heptranchias perlo mitochondrial DNA, complete genome
"
216226,164414707,AM889141.1,"Sylvia crassirostris mitochondrial complete genome
"
10116,748762812,KM820832.1,"Rattus norvegicus isolate 406 mitochondrion, complete genome
"
27405,63003723,AP006346.1,"Marsupenaeus japonicus mitochondrial DNA, complete genome
"
1621117,765367237,KP129040.1,"Urocyon littoralis catalinae isolate 53727 mitochondrion, complete genome
"
487038,576597836,KF866298.1,"Juniperus monosperma chloroplast, complete genome
"
157791,259019991,GQ893027.1,"Vigna radiata cultivar kampangsan1 chloroplast, complete genome
"
4529,285026108,AP011076.1,"Oryza rufipogon mitochondrial DNA, complete genome
"
73291,559769886,KF746368.1,"Helianthus grosseserratus isolate DB23 plastid, complete genome
"
1238137,408450516,JX559740.1,"Scomberomorus munroi x Scomberomorus semifasciatus strain SPOTTY-SsCRC0703 mitochondrion, complete genome
"
5833,672443562,KJ569499.1,"Plasmodium falciparum isolate KEO26 mitochondrion, complete genome
"
1026970,349501612,JN571133.1,"Nannospalax galili isolate 575 mitochondrion, complete genome
"
160760,324022962,HQ915866.1,"Carduelis spinus mitochondrion, complete genome
"
5855,529218021,JQ240422.1,"Plasmodium vivax isolate V08A38 mitochondrion, complete genome
"
150425,346720335,JN542716.1,"Panulirus homarus mitochondrion, complete genome
"
9796,528078558,KF038162.1,"Equus caballus isolate Jeju04 mitochondrion, complete genome
"
27908,675296225,KJ789170.1,"Siboglinum fiordicum mitochondrion, complete genome
"
378291,375066037,JQ266015.1,"Cyclemys pulchristriata mitochondrion, complete genome
"
9770,507590228,KC572829.1,"Balaenoptera physalus isolate 88586 mitochondrion, complete genome
"
459585,704001067,KM390013.1,"Corallorhiza bulbosa plastid, complete genome
"
54126,326200247,JF414117.1,"Pristionchus pacificus strain PS312 California mitochondrion, complete genome
"
75366,238683583,GQ148557.1,"Sinocyclocheilus grahami mitochondrion, complete genome
"
9636,121592302,EF196662.1,"Melursus ursinus mitochondrion, complete genome
"
240160,297242114,HM219223.1,"Collichthys niveatus mitochondrion, complete genome
"
161456,212374537,AB445129.1,"Gasterosteus wheatlandi mitochondrial DNA, complete genome
"
36269,325305673,HQ896037.1,"Sturnus cineraceus mitochondrion, complete genome
"
273520,47026726,AY605477.1,"Bipes tridactylus voucher MVZ 236261 mitochondrion, complete genome
"
9755,436409151,KC312617.1,"Physeter catodon voucher PmaNZ082 mitochondrion, complete genome
"
1108050,469401783,HF546977.1,"Rhizoctonia solani strain AG-1 IB complete mitochondrial genome, isolate 7/3/14
"
42192,641803876,KJ577549.1,"Mytilus coruscus mitochondrion, complete genome
"
9598,353025373,JF727176.2,"Pan troglodytes isolate Flo mitochondrion, complete genome
"
55040,765367881,KP129086.1,"Urocyon cinereoargenteus isolate MVZ_225670 mitochondrion, complete genome
"
9823,550600831,KF472177.1,"Sus scrofa breed Shaziling mitochondrion, complete genome
"
3555,47118321,BA000009.3,"Beta vulgaris subsp. vulgaris mitochondrial DNA, complete genome
"
184245,81295125,AJ810455.1,"Tomistoma schlegelii partial mitochondrion
"
556494,197941146,FJ156750.1,"Ramulus hainanense mitochondrion, complete genome
"
215346,542132954,AP005991.1,"Epinephelus merra mitochondrial DNA, complete genome
"
301270,255361303,GQ409967.1,"Takifugu fasciatus mitochondrion, complete genome
"
9798,342837607,AP012268.1,"Equus przewalskii mitochondrial DNA, almost complete genome, isolate: Anushka
"
70448,545482799,KF285526.1,"Ostreococcus tauri isolate RCC1115 chloroplast, complete genome
"
1285437,443498488,KC196075.1,"Amoya chusanensis mitochondrion, complete genome
"
55293,594617221,KJ402277.1,"Huso dauricus mitochondrion, complete genome
"
9597,350995447,JF727234.1,"Pan paniscus isolate Isiro mitochondrion, complete genome
"
9874,347802219,JN632673.1,"Odocoileus virginianus isolate MRGOv14 mitochondrion, complete genome
"
7004,364504239,JN858188.1,"Locusta migratoria isolate Eritria2_Afr mitochondrion, complete genome
"
57251,39726300,AY309456.1,"Strigops habroptilus mitochondrion, complete genome
"
9913,306977393,HQ184039.1,"Bos taurus isolate Chi466 mitochondrion, complete genome
"
129228,347801477,JN632620.1,"Cephalophus ogilbyi isolate CAR125 mitochondrion, complete genome
"
43925,472833788,KC568460.1,"Nannochloropsis oculata strain CCMP525 mitochondrion, complete genome
"
260983,239997481,GQ244464.1,"Boulengerula boulengeri mitochondrion, complete genome
"
655848,330689167,JF703228.1,"Calyptocephallela gayi mitochondrion, complete genome
"
43147,227122185,FJ785421.1,"Aotus lemurinus mitochondrion, complete genome
"
7209,307557824,HQ186250.1,"Loa loa mitochondrion, complete genome
"
120498,309252965,HQ324232.1,"Nanorana pleskei mitochondrion, complete genome
"
82174,325511654,JF289173.1,"Pseudorca crassidens voucher SWFSC:72692 mitochondrion, complete genome
"
253172,158668134,EU237483.1,"Halisarca dujardini mitochondrion, complete genome
"
8130,731446509,KM658974.1,"Coptodon zillii mitochondrion, complete genome
"
256136,482866044,KC701735.1,"Architeuthis dux isolate 2100 mitochondrion, complete genome
"
325557,685848047,KF771306.1,"Amolops granulosus NADH dehydrogenase subunit 3 (ND3) gene, partial cds; tRNA-Arg (trnR) gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His (trnH) and tRNA-Ser (trnS(AGY)) genes, complete sequence; and NADH dehydrogenase subunit 5 (ND5) gene, partial cds; mitochondrial
"
5855,529217989,JQ240414.1,"Plasmodium vivax isolate V08A30 mitochondrion, complete genome
"
9796,312263392,HQ439452.1,"Equus caballus isolate 2 breed Bashkir Curly mitochondrion, complete genome
"
116890,113952520,DQ412044.1,"Microcotyle sebastis mitochondrion, complete genome
"
59523,347801141,JN632596.1,"Antidorcas marsupialis isolate SUN mitochondrion, complete genome
"
82538,514253209,KC893636.1,"Glycine dolichocarpa voucher CSIRO:G1134 chloroplast, complete genome
"
34829,671760241,KJ944226.1,"Eulemur rubriventer isolate RANOV6.1 mitochondrion, complete genome
"
33562,45598345,AJ508402.2,"Dromiciops gliroides partial mitochondrial genome
"
392546,748584776,AB355918.1,"Polydactylus plebeius mitochondrial DNA, complete genome
"
59291,378967832,JQ661440.1,"Coregonus lavaretus isolate F4 mitochondrion, complete genome
"
70543,41216057,AY526869.1,"Myxocyprinus asiaticus mitochondrion, complete genome
"
9796,312263476,HQ439458.1,"Equus caballus breed Holstein mitochondrion, complete genome
"
7938,597440016,KJ564193.1,"Anguilla rostrata isolate RB_Y_15 mitochondrion, complete genome
"
366056,578003522,KF906484.1,"Elymnias hypermnestra mitochondrion, complete genome
"
9733,532693647,KF418381.1,"Orcinus orca isolate ENANS6 mitochondrion, complete genome
"
73334,402244635,JX312728.1,"Equus hemionus kulan isolate Ehemionus mitochondrion, complete genome
"
34528,537712673,AP013074.1,"Sepia latimanus mitochondrial DNA, complete genome
"
36253,699975564,KM078783.1,"Carduelis sinica mitochondrion, complete genome
"
9305,403488471,JX475464.1,"Sarcophilus harrisii voucher USNM:582024 mitochondrion, complete genome
"
161274,410992185,JX893181.1,"Bombina maxima voucher 114.68 mitochondrion, complete genome
"
103695,60650098,AB166795.1,"Pogona vitticeps mitochondrial DNA, complete genome
"
9913,532693939,KF163067.1,"Bos taurus isolate 9 mitochondrion, complete genome
"
303932,564735827,KF728380.1,"Carcharhinus acronotus mitochondrion, complete genome
"
1442167,571032337,KC769588.1,"Argas sp. SpringbokSA-QMS95171 mitochondrion, complete genome
"
7004,364504435,JN858202.1,"Locusta migratoria isolate Naid_Tib_Chin2 mitochondrion, complete genome
"
9644,357593915,HQ685911.1,"Ursus arctos isolate 11 mitochondrion, complete genome
"
175933,699975508,KM078779.1,"Carpodacus roseus mitochondrion, complete genome
"
1621115,765367545,KP129062.1,"Urocyon littoralis santacruzae isolate M444 mitochondrion, complete genome
"
6182,385198306,JQ781214.1,"Schistosoma japonicum isolate SJSORM5 mitochondrion, complete genome
"
64680,557955760,KF668525.1,"Tamias sibiricus mitochondrion, complete genome
"
171406,560188011,KF701062.1,"Porphyrio porphyrio mitochondrion, complete genome
"
505245,170664218,EU293739.1,"Nephtys sp. 'San Juan Island' YV-2008 mitochondrion, complete genome
"
1221527,513135328,KC881286.1,"Rondotia menciana mitochondrion, complete genome
"
1005956,330689209,JF703231.1,"Pelodytes cf. punctatus II-2011 mitochondrion, complete genome
"
765187,298110887,HM147138.1,"Chimaera fulva mitochondrion, complete genome
"
1621116,765365893,KP128944.1,"Urocyon littoralis dickeyi isolate 4B03640614 mitochondrion, complete genome
"
88154,262318343,AP011498.1,"Saccharina angustata mitochondrial DNA, complete genome, isolate: SANGU
"
37010,350994808,JF727187.1,"Pan troglodytes schweinfurthii isolate Kidogo mitochondrion, complete genome
"
9541,758373962,KM851004.1,"Macaca fascicularis isolate MFAS37 mitochondrion, complete genome
"
433686,215422685,AP009536.1,"Takifugu ocellatus mitochondrial DNA, complete genome
"
9901,294959662,GU946996.1,"Bison bison isolate B1051 mitochondrion, complete genome
"
48498,71043569,AP008977.1,"Montastraea faveolata mitochondrial DNA, complete genome, strain: Pa00-9
"
328518,402746397,JX401522.1,"Sarcocheilichthys nigripinnis mitochondrion, complete genome
"
176187,215422587,AP009529.1,"Takifugu porphyreus mitochondrial DNA, complete genome
"
9541,758374004,KM851007.1,"Macaca fascicularis isolate MFAS34 mitochondrion, complete genome
"
448111,685848052,KF771307.1,"Amolops kangtingensis NADH dehydrogenase subunit 3 (ND3) gene, partial cds; tRNA-Arg (trnR) gene, complete sequence; NADH dehydrogenase subunit 4l (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His (trnH) and tRNA-Ser (trnS(AGY)) genes, complete sequence; and NADH dehydrogenase subunit 5 (ND5) gene, partial cds; mitochondrial
"
7950,426259961,KC193730.1,"Clupea harengus isolate LV_LIEPAJA_4 mitochondrion, complete genome
"
367110,452883339,KC683708.1,"Neurospora crassa OR74A mitochondrion, complete genome
"
9913,662034240,KJ709683.1,"Bos taurus isolate RHV327 mitochondrion, complete genome
"
4460,340536705,JN105690.1,"Colocasia esculenta isolate RR chloroplast, complete genome
"
7906,533113267,KF153104.1,"Acipenser ruthenus mitochondrion, complete genome
"
44414,239764794,GQ222414.1,"Phytoseiulus persimilis mitochondrion, complete genome
"
34827,671759574,KJ944178.1,"Indri indri isolate BET3 mitochondrion, complete genome
"
323804,588283853,KJ001784.1,"Pelteobagrus eupogon mitochondrion, complete genome
"
7871,16026852,AJ310140.1,"Chimaera monstrosa complete mitochondrial genome
"
59291,378968252,JQ661470.1,"Coregonus lavaretus isolate N5 mitochondrion, complete genome
"
244711,160221912,EU263919.1,"Atractomorpha sinensis mitochondrion, complete genome
"
50023,300069551,HM367068.1,"Panonychus citri mitochondrion, complete genome
"
1035548,555945783,KF540157.1,"Indotyphlus maharashtraensis mitochondrion, complete genome
"
256136,482865970,KC701731.1,"Architeuthis dux isolate 132 mitochondrion, complete genome
"
464968,684184407,KJ870997.1,"Olmeca reflexa voucher Francisco Botanical Garden 312 plastid, complete genome
"
146655,407030397,JX513417.1,"Fargesia spathacea chloroplast, complete genome
"
204267,295641215,HM106328.1,"Melogale moschata voucher YP6128 mitochondrion, complete genome
"
337360,316926273,HQ713469.1,"Erodium carvifolium chloroplast, complete genome
"
31275,171849954,EF079654.2,"Plasmodium floridense mitochondrion, complete genome
"
9760,482866929,KC776708.1,"Ziphius cavirostris isolate SWFSC ID z0026279 mitochondrion, complete genome
"
9258,1469249,X83427.1,"Ornithorhynchus anatinus mitochondrial DNA, complete genome
"
5855,529217953,JQ240405.1,"Plasmodium vivax isolate V08A21 mitochondrion, complete genome
"
268474,705245460,KM357417.1,"Trichinella papuae isolate ISS1980 mitochondrion, complete genome
"
10068,349501822,JN571148.1,"Acomys cahirinus isolate E08 mitochondrion, complete genome
"
98921,215422573,AP009528.1,"Takifugu pardalis mitochondrial DNA, complete genome
"
7971,119224995,AB127394.1,"Catostomus commersonii mitochondrial DNA, complete genome
"
195658,379048957,JQ639070.1,"Trinectes maculatus mitochondrion, complete genome
"
9796,426260715,KC202960.1,"Equus caballus haplotype G1 mitochondrion, complete genome
"
556245,271280745,AP010866.1,"Facciolella oxyrhyncha mitochondrial DNA, complete genome
"
9644,357594125,HQ685926.1,"Ursus arctos isolate 26 mitochondrion, complete genome
"
384595,139000731,AP009174.1,"Triacanthus biaculeatus mitochondrial DNA, complete genome
"
1069390,441416210,AP012260.1,"Benthosema pterotum mitochondrial DNA, almost complete genome
"
7260,190710393,BK006338.1,"TPA_exp: Drosophila willistoni mitochondrion, complete genome
"
59291,378967664,JQ661428.1,"Coregonus lavaretus isolate T5 mitochondrion, complete genome
"
1429907,787592528,KP764271.1,"Cophyla occultans voucher ZCMV12173 cytochrome b (cytb) gene, partial cds; mitochondrial
"
9925,675295397,KJ789954.1,"Capra hircus mitochondrion, complete genome
"
9737,170027025,EU557097.1,"Stenella coeruleoalba mitochondrion, complete genome
"
98310,361050910,JN398366.1,"Sinonovacula constricta voucher SICO-0201 mitochondrion, complete genome
"
173228,371572119,JQ071616.1,"Tachycineta euchrysea mitochondrion, complete genome
"
763460,322506152,HQ875340.1,"Carassius auratus ssp. 'Pingxiang' mitochondrion, complete genome
"
9796,347362293,JN398449.1,"Equus caballus isolate 74_AkT02 mitochondrion, complete genome
"
337810,251766038,GQ292769.1,"Oratosquilla oratoria mitochondrion, complete genome
"
